date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:50:03	169704/169704	---MCZ	200	added ('OK')	image/png	etag:%22296e8-592b3545d4e28-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/07bfca2332b02c32ab853dfbfbc48a56.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/07bfca2332b02c32ab853dfbfbc48a56.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:03	186854/186854	---MCZ	200	added ('OK')	image/png	etag:%222d9e6-592b35480a52c-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/226ec140cf70f166c8d80234ca49e4e8.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/226ec140cf70f166c8d80234ca49e4e8.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:03	129580/129580	---MCZ	200	added ('OK')	image/png	etag:%221fa2c-592b3554c335b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/d0cbb6d1676d9252a381ada9abe8b1f8.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/d0cbb6d1676d9252a381ada9abe8b1f8.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:03	142489/142489	---MCZ	200	added ('OK')	image/png	etag:%2222c99-592b354d2401f-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/7aec15ce02b08a672f8ab4f0dbcbcaba.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/7aec15ce02b08a672f8ab4f0dbcbcaba.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:04	1349/1349	---M-Z	200	added ('OK')	image/svg+xml	etag:%22545-592b3523059d3-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/vista-espectacular_71639bd7827858aa7ec14713138d7fde.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/vista-espectacular_71639bd7827858aa7ec14713138d7fde.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:04	159677/159677	---MCZ	200	added ('OK')	image/png	etag:%2226fbd-595fbc8f88cac-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/prana_map.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/prana_map.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:04	3239/3239	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ca7-592b352070789-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/ubicacion-centrica_e8db1b20a27af10a7f9eb8de9389e66b.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/ubicacion-centrica_e8db1b20a27af10a7f9eb8de9389e66b.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:04	686947/686947	---MCZ	200	added ('OK')	image/png	etag:%22a7b63-592b353755e3d-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/3000478d9489d41edb34fbe5de3c484c.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/3000478d9489d41edb34fbe5de3c484c.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:04	749/749	---M-Z	200	added ('OK')	image/svg+xml	etag:%222ed-592b3517536d6-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/calidad-acabados-2_ccc2c0d493fb855b340594c26455ee65.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/calidad-acabados-2_ccc2c0d493fb855b340594c26455ee65.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:05	1851/1851	---M-Z	200	added ('OK')	image/svg+xml	etag:%2273b-592b351ea192c-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/precios-mi-vivienda_fbcd4db1b894b367543dd4e36d5ee5c0.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/precios-mi-vivienda_fbcd4db1b894b367543dd4e36d5ee5c0.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:05	1532/1532	---M-Z	200	added ('OK')	image/svg+xml	etag:%225fc-592b351c69348-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/gas-natural_2e23c408868c525844eb6a2e7958a485.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/gas-natural_2e23c408868c525844eb6a2e7958a485.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:05	2119/2119	---M-Z	200	added ('OK')	image/svg+xml	etag:%22847-592b35143d604-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/areas-comunes-lujo_8c646ee7530f1748bc8984213d5c624b.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/areas-comunes-lujo_8c646ee7530f1748bc8984213d5c624b.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:06	1326/1326	---M-Z	200	added ('OK')	image/svg+xml	etag:%2252e-592b34ffc31ba-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/1074798cb55542680955a34b4e1fa6a1.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/1074798cb55542680955a34b4e1fa6a1.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:06	1109/1109	---M-Z	200	added ('OK')	image/svg+xml	etag:%22455-592b34ff098ee-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/0cebef67ea11eca0daaa51d6e6b528d2.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/0cebef67ea11eca0daaa51d6e6b528d2.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:06	2119/2119	---M-Z	200	added ('OK')	image/svg+xml	etag:%22847-592b35036aab5-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/68942bf73366358b3a83cc5c548b07e9.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/68942bf73366358b3a83cc5c548b07e9.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:06	1322/1322	---M-Z	200	added ('OK')	image/svg+xml	etag:%2252a-592b35094b934-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/e01df9a4eacd1bc84efcb67e5d778401.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/e01df9a4eacd1bc84efcb67e5d778401.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:07	1686/1686	---M-Z	200	added ('OK')	image/svg+xml	etag:%22696-592b35053b852-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/929fd1ece5d6a0b580b63465966b917d.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/929fd1ece5d6a0b580b63465966b917d.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:07	393285/393285	---MCZ	200	added ('OK')	image/png	etag:%2260045-595fbc8f7830b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/duplo_building_elevation.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/duplo_building_elevation.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:09	282161/282161	---MCZ	200	added ('OK')	image/png	etag:%2244e31-592b3594e663f-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/d48724f64438677b04bac643fb9fa169.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/d48724f64438677b04bac643fb9fa169.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:09	296662/296662	---MCZ	200	added ('OK')	image/png	etag:%22486d6-592b35928fc10-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/ce626e5bd45b9235718890fccfbdf016.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/ce626e5bd45b9235718890fccfbdf016.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:09	228939/228939	---MCZ	200	added ('OK')	image/png	etag:%2237e4b-592b357afb8ab-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/72015f26ee7d235ed6c52b8644227bca.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/72015f26ee7d235ed6c52b8644227bca.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:10	300235/300235	---MCZ	200	added ('OK')	image/png	etag:%22494cb-592b3567e1d12-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/29dc65c9f92211805fb62f0481830bff.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/29dc65c9f92211805fb62f0481830bff.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:11	257054/257054	---MCZ	200	added ('OK')	image/png	etag:%223ec1e-592b358438d02-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/9d172e2f3b58f0e4b33b2897ff3d1b88.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/9d172e2f3b58f0e4b33b2897ff3d1b88.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:11	13971771/13971771	---M--	200	added ('OK')	video/mp4	etag:%22d5313b-595fbc8f7542a%22	https://www.cosapiinmobiliaria.com.pe/resources/welcome.mp4	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/resources/welcome.mp4	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:11	293925/293925	---MCZ	200	added ('OK')	image/png	etag:%2247c25-592b359573042-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/d6c9ef79496883815da3c7ce1e2909ce.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/d6c9ef79496883815da3c7ce1e2909ce.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:12	237828/237828	---MCZ	200	added ('OK')	image/png	etag:%223a104-592b356865a7a-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/3493b48a249d4b8bef35b78bd11e88fa.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/3493b48a249d4b8bef35b78bd11e88fa.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:12	160747/160747	---MCZ	200	added ('OK')	image/png	etag:%22273eb-592c5d0a76bc6-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/20fe9ba5576d4bf226122ca58cc4cbbc.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/20fe9ba5576d4bf226122ca58cc4cbbc.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:17	104147/104147	---MCZ	200	added ('OK')	image/png	etag:%22196d3-595fbc8f7830b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/duplo_map.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/duplo_map.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:17	242241/242241	---MCZ	200	added ('OK')	image/png	etag:%223b241-592c5d45e6c53-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/b0d4ab85df2b0e0d810dd7fa1fc2808e.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/b0d4ab85df2b0e0d810dd7fa1fc2808e.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:18	607688/607688	---MCZ	200	added ('OK')	image/png	etag:%22945c8-592b353b6303e-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/993c211fc89711cefbbd28564691d72d.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/993c211fc89711cefbbd28564691d72d.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:18	1467/1467	---M-Z	200	added ('OK')	image/svg+xml	etag:%225bb-592b351921593-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/doble-acceso_c2df2172eff575b82af12228698d6195.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/doble-acceso_c2df2172eff575b82af12228698d6195.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:19	1572/1572	---M-Z	200	added ('OK')	image/svg+xml	etag:%22624-592b3521f13e1-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/ubicacion-ideal_6f8f62b99f79ff1b7d8fc6d6e1190426.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/ubicacion-ideal_6f8f62b99f79ff1b7d8fc6d6e1190426.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:19	2119/2119	---M-Z	200	added ('OK')	image/svg+xml	etag:%22847-592b35155a896-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/attributes/areas-comunes_a43aa0f4d7714a078721c1d1c8965dec.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/attributes/areas-comunes_a43aa0f4d7714a078721c1d1c8965dec.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:20	2119/2119	---M-Z	200	added ('OK')	image/svg+xml	etag:%22847-592b3506b18ca-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/b734872b636642f76ba55c0cfde40405.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/b734872b636642f76ba55c0cfde40405.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:20	1851/1851	---M-Z	200	added ('OK')	image/svg+xml	etag:%2273b-592b3503c86bb-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/areas/6ca309cf9d7e626960bad5187d34361c.svg	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/areas/6ca309cf9d7e626960bad5187d34361c.svg	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:21	508691/508691	---MCZ	200	added ('OK')	image/png	etag:%227c313-595fbc8f7d12b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/nesta_building_elevation.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/nesta_building_elevation.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:21	229140/229140	---MCZ	200	added ('OK')	image/png	etag:%2237f14-592b35872bb52-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/af3029304f709cd87d5cdfa17cf3096d.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/af3029304f709cd87d5cdfa17cf3096d.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:22	268679/268679	---MCZ	200	added ('OK')	image/png	etag:%2241987-592b3578fad6a-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/6cd2dc6e420b93069ced1d0bf4730829.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/6cd2dc6e420b93069ced1d0bf4730829.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:22	251644/251644	---MCZ	200	added ('OK')	image/png	etag:%223d6fc-592b355cf0fe0-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/078556b0743808bf47317f0aa2d36955.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/078556b0743808bf47317f0aa2d36955.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	301406/301406	---MCZ	200	added ('OK')	image/png	etag:%224995e-592b3597b61f1-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/eebea691a7041623f3fc83263711a43a.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/eebea691a7041623f3fc83263711a43a.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	250849/250849	---MCZ	200	added ('OK')	image/png	etag:%223d3e1-592b356dfb5d6-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/5cf4122c63348cb331805662b7f22889.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/5cf4122c63348cb331805662b7f22889.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	232651/232651	---MCZ	200	added ('OK')	image/png	etag:%2238ccb-592b35878b698-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/b3df2b971ac8290df8bbcae6ad52ea5b.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/b3df2b971ac8290df8bbcae6ad52ea5b.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	307562/307562	---MCZ	200	added ('OK')	image/png	etag:%224b16a-592b359b4b1e7-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/photos/fced6713cdfa3e8448f0bc41042db417.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/photos/fced6713cdfa3e8448f0bc41042db417.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	366461/366461	---MCZ	200	added ('OK')	image/png	etag:%225977d-592b35510241e-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/a20a42b574c03b0581f117ed7290d59e.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/a20a42b574c03b0581f117ed7290d59e.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:23	416470/416470	---MCZ	200	added ('OK')	image/png	etag:%2265ad6-592b3547039fb-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/1836087ff9f33f533fd07de57094b9c9.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/1836087ff9f33f533fd07de57094b9c9.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:24	449829/449829	---MCZ	200	added ('OK')	image/png	etag:%226dd25-592b3548f7a1b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/2a1350996fa756e2ca062d7d795ea32d.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/2a1350996fa756e2ca062d7d795ea32d.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:24	350958/350958	---MCZ	200	added ('OK')	image/png	etag:%2255aee-592b35580ff30-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/models/fdb10962474003a52fd5f8362a41a7e0.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/models/fdb10962474003a52fd5f8362a41a7e0.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
21:50:25	303244/303244	---MCZ	200	added ('OK')	image/png	etag:%224a08c-595fbc8f7d12b-gzip%22	https://www.cosapiinmobiliaria.com.pe/uploads/projects/nesta_map.png	/home/slim/websites/Cosapi/www.cosapiinmobiliaria.com.pe/uploads/projects/nesta_map.png	(from https://www.cosapiinmobiliaria.com.pe/?gclid=Cj0KCQjwjOrtBRCcARIsAEq4rW6iTRpS3I_D5hyemMiAEuds-ebflylMbBro1BZOMReuWKgj5IyckzUaAlDhEALw_wcB)
